height_cm,weight_kg,age,gender,activity_level,goal
173,79.5,28,male,very_active,cut
169,68.5,23,male,moderate,cut
170,76.8,20,female,very_active,maintain
185,86.4,26,female,moderate,maintain
186,74.5,20,male,active,gain
158,64.8,23,male,very_active,maintain
172,57.4,30,female,light,cut
175,58.7,24,female,active,maintain
165,58.1,30,female,moderate,gain
187,95.5,29,male,sedentary,maintain
185,67.9,21,female,moderate,maintain
169,61.9,19,male,active,cut
175,77.6,14,female,active,cut
191,77.2,26,female,active,maintain
187,69.3,15,male,active,maintain
177,87.0,29,female,moderate,gain
192,92.1,28,female,light,maintain
164,79.4,18,female,light,maintain
180,88.2,23,male,sedentary,gain
153,45.5,18,female,light,maintain
158,46.1,17,male,moderate,gain
163,70.9,25,female,active,cut
158,59.3,15,female,very_active,cut
179,61.8,15,male,active,cut
142,40.9,15,female,light,gain
186,80.0,19,male,light,maintain
180,63.4,27,female,active,cut
150,56.0,22,male,sedentary,cut
179,75.9,15,female,very_active,cut
180,74.3,25,female,light,cut
190,95.7,27,female,very_active,maintain
193,83.2,29,male,moderate,maintain
172,69.5,19,male,light,gain
195,92.4,21,female,moderate,maintain
163,58.9,21,female,moderate,maintain
188,90.5,26,male,very_active,cut
168,54.0,29,female,very_active,gain
189,88.1,25,female,active,gain
165,72.1,26,male,light,gain
179,82.2,22,male,moderate,maintain
189,70.6,13,female,active,cut
183,67.5,26,male,sedentary,gain
152,51.0,16,female,light,maintain
192,99.9,18,female,light,cut
188,72.2,18,male,sedentary,maintain
185,76.8,27,male,light,maintain
193,104.1,27,male,sedentary,maintain
170,59.1,29,male,active,gain
184,92.7,30,female,light,cut
156,58.5,20,male,moderate,maintain
187,69.6,16,male,light,cut
172,54.6,17,female,sedentary,maintain
169,74.6,25,male,very_active,gain
178,74.3,28,male,moderate,cut
187,78.0,14,female,moderate,gain
178,52.7,15,female,active,cut
182,84.2,22,female,light,gain
187,81.8,25,female,moderate,cut
194,78.3,25,male,moderate,gain
161,54.0,30,female,very_active,maintain
188,96.3,21,male,light,gain
188,89.8,13,male,light,gain
186,66.4,13,female,active,maintain
191,109.2,26,female,very_active,maintain
185,80.9,21,female,very_active,maintain
191,76.8,20,female,light,maintain
162,54.2,30,male,very_active,cut
166,55.4,19,male,very_active,maintain
183,87.1,19,male,very_active,cut
163,50.2,15,female,moderate,cut
183,79.7,19,male,active,gain
175,62.3,14,female,sedentary,cut
184,76.2,24,male,active,cut
181,74.2,29,female,sedentary,cut
184,66.5,13,male,moderate,gain
181,76.6,18,male,sedentary,maintain
180,87.5,26,male,very_active,maintain
163,57.5,21,male,active,maintain
157,56.0,27,female,sedentary,cut
183,84.7,29,male,very_active,gain
184,82.7,20,male,very_active,gain
158,46.1,16,male,very_active,gain
161,65.4,24,female,sedentary,gain
176,79.1,18,female,very_active,gain
173,60.4,19,female,moderate,cut
145,44.5,17,male,very_active,maintain
168,65.5,21,male,moderate,cut
172,57.5,15,male,very_active,maintain
145,43.7,17,female,active,cut
179,63.2,27,female,very_active,cut
154,56.8,20,male,sedentary,cut
177,66.0,28,male,very_active,maintain
159,62.5,29,female,sedentary,cut
176,51.6,13,male,moderate,cut
180,67.3,24,male,very_active,cut
183,78.5,13,female,moderate,cut
167,65.6,19,male,light,cut
188,72.9,26,male,light,cut
195,110.9,30,female,sedentary,cut
165,71.0,21,female,moderate,cut
151,50.6,28,female,moderate,maintain
192,97.5,29,male,very_active,maintain
156,49.2,16,male,moderate,gain
184,67.3,21,female,active,maintain
188,98.8,22,female,moderate,maintain
194,80.5,30,male,sedentary,gain
165,61.4,19,male,moderate,gain
190,82.7,14,female,light,cut
154,56.8,25,male,sedentary,maintain
155,58.7,16,female,sedentary,gain
177,81.0,24,male,moderate,maintain
157,62.9,25,male,active,gain
166,68.9,18,male,active,maintain
168,70.0,27,male,active,maintain
147,52.7,13,female,very_active,maintain
167,80.1,20,female,light,gain
152,54.6,29,male,light,maintain
189,85.1,20,male,active,cut
187,93.4,25,female,active,gain
169,63.1,30,female,light,gain
170,62.4,30,male,very_active,cut
192,93.1,18,female,sedentary,cut
181,72.0,17,male,very_active,cut
171,69.5,18,male,active,gain
169,58.0,17,male,moderate,gain
165,63.1,28,female,sedentary,gain
195,88.2,30,male,sedentary,cut
178,92.5,30,female,active,gain
174,70.8,20,female,active,gain
190,77.6,22,male,sedentary,gain
161,54.1,28,female,sedentary,maintain
168,61.0,22,female,sedentary,cut
177,60.3,13,female,sedentary,gain
151,53.5,30,male,very_active,cut
178,71.9,21,male,very_active,maintain
187,71.1,19,male,very_active,cut
167,63.9,27,male,sedentary,maintain
191,96.3,25,male,moderate,maintain
174,71.4,13,male,very_active,maintain
160,58.8,19,male,light,maintain
161,57.8,27,female,moderate,gain
172,62.3,22,female,active,cut
188,76.9,15,female,active,cut
140,48.8,14,male,moderate,gain
162,52.8,24,male,moderate,gain
184,57.1,17,male,moderate,gain
158,49.4,17,male,active,cut
156,67.7,30,male,active,maintain
191,73.8,26,male,active,maintain
179,86.4,30,female,sedentary,gain
178,88.5,24,male,very_active,maintain
164,64.4,26,male,sedentary,maintain
162,67.0,17,female,very_active,maintain
184,87.6,20,female,sedentary,cut
172,71.7,16,male,sedentary,maintain
155,69.9,25,female,sedentary,cut
171,68.9,27,male,moderate,cut
161,65.3,27,male,sedentary,gain
168,62.1,22,female,moderate,cut
177,68.1,25,male,active,gain
154,60.0,20,female,active,gain
187,104.8,18,female,active,cut
169,69.2,24,male,active,cut
166,59.4,18,female,sedentary,maintain
180,67.4,22,male,sedentary,cut
190,89.0,22,male,very_active,maintain
189,96.8,21,male,moderate,maintain
168,62.0,17,female,very_active,gain
154,45.3,13,male,sedentary,maintain
164,61.2,19,female,sedentary,maintain
192,91.2,20,male,moderate,maintain
182,74.4,27,female,active,cut
185,85.3,21,female,sedentary,gain
178,56.1,16,female,sedentary,maintain
157,49.9,14,female,active,gain
150,37.9,16,male,active,cut
155,45.3,17,male,very_active,maintain
179,83.0,24,male,sedentary,cut
191,83.5,29,female,sedentary,maintain
164,56.3,18,male,active,maintain
182,74.5,27,female,moderate,gain
159,62.2,14,female,active,gain
194,72.4,22,female,moderate,cut
155,54.3,26,male,very_active,maintain
150,37.3,14,female,sedentary,gain
185,91.2,20,female,moderate,cut
165,54.9,24,male,sedentary,gain
174,58.2,26,female,sedentary,gain
161,49.9,17,female,light,gain
183,69.5,30,female,active,gain
193,92.1,26,male,light,cut
147,50.9,15,female,very_active,maintain
190,76.4,28,female,very_active,gain
180,69.5,28,female,moderate,gain
189,59.2,17,female,moderate,gain
160,65.1,13,female,light,cut
168,54.8,20,female,moderate,gain
171,81.8,29,female,moderate,maintain
164,63.6,29,female,moderate,gain
173,63.0,14,female,active,gain
161,46.1,13,male,light,maintain
173,81.9,23,female,moderate,maintain
140,33.6,16,male,sedentary,maintain
186,76.6,29,male,moderate,cut
181,87.2,29,male,active,maintain
187,72.4,29,female,very_active,cut
174,81.5,29,male,moderate,cut
184,72.9,27,female,active,maintain
186,92.9,30,male,light,maintain
169,74.2,16,female,light,gain
179,76.8,20,female,moderate,cut
171,60.1,29,male,light,maintain
195,97.0,21,male,moderate,maintain
194,79.2,22,female,light,cut
185,80.7,21,female,active,maintain
150,61.1,18,female,moderate,maintain
149,54.1,15,male,light,gain
151,46.1,22,female,active,cut
181,84.1,17,female,very_active,cut
192,90.0,27,male,sedentary,cut
178,81.0,21,female,active,gain
190,97.3,26,male,very_active,cut
163,75.4,29,female,moderate,maintain
176,65.7,28,male,very_active,cut
154,55.6,27,male,light,gain
160,56.7,18,male,sedentary,cut
169,58.8,21,female,moderate,gain
153,49.4,19,male,sedentary,gain
172,73.6,16,male,light,gain
189,106.6,27,female,very_active,gain
174,73.7,18,male,active,cut
175,71.1,16,female,active,maintain
147,54.3,13,female,very_active,maintain
146,44.6,13,male,light,maintain
187,59.0,14,female,very_active,maintain
163,51.4,18,female,sedentary,gain
173,68.9,25,male,very_active,cut
156,55.0,16,female,very_active,gain
189,88.9,24,male,moderate,cut
195,95.0,28,female,sedentary,maintain
193,97.7,22,male,moderate,cut
152,67.7,18,female,sedentary,maintain
173,77.5,27,male,sedentary,gain
142,37.1,15,female,light,maintain
156,71.4,21,female,sedentary,gain
170,68.2,22,male,active,gain
154,53.9,17,female,light,cut
157,62.7,29,male,very_active,cut
176,84.0,21,female,light,gain
186,101.3,20,female,very_active,maintain
187,94.3,23,male,active,gain
189,82.0,22,male,moderate,cut
186,74.2,22,male,moderate,cut
145,39.8,14,male,active,cut
170,57.3,19,female,sedentary,cut
183,88.1,18,female,light,gain
165,55.8,16,female,light,gain
187,71.6,25,female,light,maintain
174,66.5,15,male,light,cut
156,68.1,23,male,light,gain
186,76.1,30,male,light,maintain
157,70.4,29,female,active,gain
190,106.7,18,female,moderate,maintain
158,51.9,21,female,active,maintain
169,59.1,20,female,light,maintain
153,63.5,21,male,active,maintain
177,61.3,26,female,light,maintain
195,85.5,27,male,moderate,maintain
185,67.3,16,male,very_active,maintain
195,113.4,21,female,light,gain
178,70.4,30,male,sedentary,cut
192,86.6,21,male,light,gain
181,82.8,18,male,light,maintain
166,64.5,22,female,very_active,gain
162,64.4,22,male,moderate,maintain
156,54.6,14,female,sedentary,cut
173,67.4,21,female,moderate,maintain
152,59.2,20,female,very_active,cut
175,83.9,27,male,sedentary,cut
143,37.0,17,female,light,maintain
157,47.3,29,female,active,maintain
169,56.1,24,female,light,gain
169,64.5,27,male,active,cut
171,68.3,15,male,active,cut
160,72.6,27,female,very_active,maintain
195,96.1,21,male,sedentary,maintain
194,103.2,29,male,light,gain
187,94.7,19,male,light,maintain
192,84.0,24,male,very_active,cut
186,71.4,16,male,sedentary,gain
160,63.1,30,male,very_active,cut
163,56.2,27,female,sedentary,gain
173,72.2,15,male,very_active,maintain
184,78.2,28,male,sedentary,cut
177,68.9,15,female,light,maintain
159,56.2,20,male,active,maintain
178,81.2,22,male,active,maintain
176,63.4,27,male,very_active,cut
185,89.2,25,female,very_active,cut
184,57.5,17,male,moderate,cut
155,68.1,24,female,moderate,cut
171,85.3,28,female,sedentary,maintain
181,74.1,28,female,active,cut
195,94.5,20,female,active,gain
174,89.2,25,female,active,gain
155,49.8,30,male,sedentary,maintain
189,86.0,25,female,sedentary,gain
150,65.4,27,female,very_active,maintain
156,63.4,22,male,sedentary,cut
152,49.9,30,male,active,gain
178,83.1,23,male,light,gain
173,61.2,18,female,sedentary,cut
158,49.1,26,female,sedentary,gain
179,82.6,22,male,very_active,maintain
183,64.0,27,female,moderate,gain
181,91.8,27,female,very_active,gain
168,84.6,28,female,active,maintain
173,75.3,17,male,light,cut
144,43.6,17,male,very_active,maintain
181,75.4,27,female,sedentary,cut
166,72.2,25,female,moderate,gain
188,70.0,24,female,active,maintain
170,58.3,21,female,light,maintain
151,58.1,23,male,very_active,gain
180,69.7,13,female,light,cut
182,95.8,19,female,moderate,cut
179,85.4,23,female,light,maintain
151,67.6,28,female,moderate,gain
154,60.8,23,male,moderate,cut
151,56.5,29,female,very_active,maintain
165,69.4,22,male,active,maintain
170,71.2,27,female,moderate,gain
182,77.2,23,male,moderate,maintain
170,56.5,27,female,active,gain
169,73.3,15,male,active,cut
174,80.0,22,female,sedentary,maintain
175,84.9,19,female,very_active,gain
177,65.4,24,male,sedentary,cut
188,95.1,26,male,active,gain
162,67.6,29,female,moderate,gain
150,60.4,23,female,very_active,maintain
154,55.9,17,female,very_active,maintain
184,84.7,20,male,moderate,cut
154,61.7,21,male,light,maintain
162,55.4,18,male,moderate,maintain
151,44.3,17,male,light,maintain
149,45.4,15,female,light,gain
173,62.5,24,male,moderate,gain
169,60.0,29,male,very_active,gain
159,62.7,27,male,moderate,cut
188,90.1,14,male,moderate,maintain
177,81.8,19,female,light,gain
162,62.2,27,female,very_active,maintain
184,69.1,22,male,moderate,cut
172,63.2,18,male,moderate,cut
159,51.8,20,male,very_active,maintain
192,88.7,21,male,very_active,cut
166,66.9,29,male,active,maintain
157,57.4,24,male,sedentary,gain
192,81.7,29,female,moderate,cut
177,80.9,22,female,light,cut
152,51.4,19,male,very_active,cut
155,50.4,17,female,light,cut
185,65.1,16,male,very_active,cut
159,57.7,23,male,moderate,maintain
184,93.8,30,male,light,cut
175,75.8,26,female,active,maintain
169,63.5,15,female,active,maintain
163,69.1,23,male,moderate,gain
164,65.0,17,female,sedentary,gain
173,67.6,22,male,sedentary,maintain
167,58.4,25,male,active,cut
155,53.0,23,female,active,gain
159,53.9,13,female,very_active,gain
152,66.1,28,female,moderate,gain
163,63.9,25,female,very_active,maintain
154,58.7,17,female,moderate,maintain
188,89.7,18,male,light,maintain
166,62.7,22,male,light,maintain
140,46.9,14,male,moderate,cut
163,64.1,27,male,light,gain
193,75.8,23,male,moderate,gain
184,69.2,18,male,active,gain
190,91.1,25,male,sedentary,gain
179,95.9,23,female,active,maintain
186,89.0,24,male,light,maintain
152,57.3,27,female,very_active,cut
159,52.2,30,female,sedentary,maintain
168,70.4,28,male,sedentary,maintain
181,63.4,15,male,active,gain
184,71.7,19,female,moderate,cut
179,76.3,18,male,light,cut
154,54.1,13,female,active,cut
168,58.7,21,female,very_active,maintain
178,74.8,25,male,sedentary,maintain
153,63.4,25,female,active,maintain
156,60.0,23,male,sedentary,gain
161,57.9,23,female,active,maintain
172,61.8,28,male,active,gain
169,85.3,25,female,moderate,cut
190,91.9,24,male,very_active,cut
172,81.3,30,male,sedentary,maintain
157,62.7,14,male,sedentary,gain
156,46.7,16,male,very_active,gain
182,86.8,27,female,sedentary,maintain
158,72.9,21,female,moderate,maintain
159,70.7,19,male,light,cut
152,57.2,14,female,moderate,maintain
154,63.0,25,male,very_active,maintain
179,88.2,18,female,active,cut
178,81.1,15,female,moderate,maintain
161,64.2,22,male,light,maintain
189,75.6,15,male,very_active,maintain
178,71.0,29,female,sedentary,maintain
192,107.6,20,female,moderate,cut
157,64.8,23,male,sedentary,maintain
173,73.7,28,male,light,maintain
177,71.9,27,male,light,cut
170,58.5,29,male,light,gain
193,96.6,18,male,sedentary,gain
191,70.6,21,female,active,cut
166,74.7,26,male,very_active,gain
170,67.9,22,male,sedentary,cut
175,63.1,28,female,light,gain
153,40.5,14,male,very_active,cut
189,96.6,19,male,moderate,maintain
145,49.5,14,female,sedentary,maintain
192,94.7,24,female,moderate,cut
189,77.0,19,male,light,cut
156,71.9,28,female,sedentary,gain
173,80.7,27,male,sedentary,gain
187,76.0,22,male,sedentary,cut
152,55.3,20,female,active,cut
164,57.3,30,male,light,cut
167,66.0,27,male,very_active,maintain
166,65.7,16,female,active,gain
177,81.0,13,male,very_active,maintain
169,56.6,27,female,very_active,gain
182,89.4,23,male,very_active,cut
182,61.1,13,male,active,gain
159,67.4,25,male,active,gain
146,43.8,14,female,active,maintain
173,82.7,27,male,very_active,maintain
179,90.6,18,female,light,cut
182,85.3,15,female,active,gain
153,55.7,29,female,light,gain
152,48.1,17,male,light,cut
153,53.5,20,male,light,cut
155,59.2,14,male,light,cut
153,54.9,21,female,moderate,cut
159,72.6,26,female,light,maintain
182,94.5,20,female,light,maintain
177,51.8,16,male,moderate,maintain
192,84.8,28,female,active,gain
157,57.8,29,male,active,cut
163,72.2,28,male,active,maintain
153,59.6,15,female,sedentary,maintain
178,82.8,18,male,sedentary,cut
177,74.7,18,female,light,gain
186,74.8,18,female,sedentary,gain
151,39.5,15,female,active,maintain
148,50.1,15,male,active,maintain
175,67.8,13,male,moderate,maintain
190,78.2,25,male,moderate,maintain
155,54.5,23,male,very_active,cut
181,87.2,24,female,active,cut
162,65.7,15,male,light,gain
159,62.1,19,male,active,cut
157,64.9,26,female,moderate,gain
195,90.7,21,female,moderate,cut
160,68.6,27,female,active,gain
180,86.6,18,female,moderate,cut
181,67.6,30,male,sedentary,maintain
145,36.8,16,male,sedentary,maintain
154,54.6,17,female,very_active,maintain
176,74.4,26,male,very_active,gain
163,59.1,16,female,active,maintain
169,79.9,18,male,very_active,cut
173,81.0,20,female,active,gain
189,77.6,17,male,moderate,cut
160,49.1,22,female,light,gain
163,56.8,28,female,light,cut
184,67.1,19,female,light,maintain
156,48.8,27,female,very_active,cut
162,72.9,21,female,moderate,cut
183,80.2,15,male,very_active,cut
187,91.8,27,male,light,gain
157,61.5,18,male,active,maintain
187,61.0,13,male,light,gain
192,110.6,21,female,light,maintain
177,72.0,30,male,moderate,cut
184,79.5,17,female,active,cut
195,105.0,20,male,sedentary,gain
173,59.7,21,female,moderate,cut
156,66.7,28,female,active,gain
157,49.8,30,male,moderate,maintain
183,71.1,23,female,moderate,gain
170,59.7,25,male,very_active,maintain
162,65.8,30,male,sedentary,gain
150,67.1,25,female,active,maintain
167,70.5,21,male,very_active,gain
157,53.3,24,female,very_active,maintain
168,63.1,25,female,sedentary,cut
182,73.9,13,female,sedentary,cut
160,53.4,25,female,light,maintain
162,67.2,24,male,sedentary,gain
151,56.7,24,male,very_active,maintain
192,106.7,20,female,active,gain
194,94.3,20,female,light,maintain
183,93.0,20,male,moderate,gain
168,57.6,20,male,moderate,maintain
189,84.8,20,male,active,maintain
140,40.6,14,male,active,maintain
152,50.8,15,male,light,gain
154,56.1,26,male,moderate,cut
182,89.1,19,female,very_active,maintain
185,80.2,30,male,very_active,cut
179,85.2,28,female,light,maintain
160,62.2,23,male,light,gain
160,72.2,18,female,very_active,maintain
156,50.6,21,male,sedentary,gain
186,77.0,13,female,sedentary,maintain
160,62.1,23,male,moderate,cut
151,48.0,24,female,light,maintain
177,93.9,28,female,sedentary,gain
173,73.7,28,male,active,cut
173,62.2,17,male,moderate,maintain
170,77.4,27,female,active,gain
151,52.7,16,female,very_active,maintain
176,76.3,13,female,light,gain
151,53.3,15,female,sedentary,gain
179,70.4,29,male,sedentary,gain
167,56.2,21,male,light,gain
193,89.7,25,female,very_active,gain
152,46.2,28,male,sedentary,gain
156,48.0,21,female,very_active,maintain
182,83.0,17,male,active,maintain
188,65.4,13,male,light,maintain
177,69.3,18,male,active,cut
170,76.6,28,male,moderate,cut
193,93.5,20,male,active,maintain
157,67.8,27,female,light,gain
172,75.4,13,male,active,maintain
170,68.0,26,male,moderate,cut
182,61.8,15,female,active,cut
189,89.5,19,male,light,gain
162,61.5,17,male,light,maintain
160,49.5,16,male,moderate,cut
188,62.1,14,female,very_active,gain
185,65.0,16,male,very_active,maintain
151,47.6,22,female,light,cut
153,48.6,26,male,moderate,cut
150,46.3,27,male,sedentary,maintain
153,56.4,22,male,moderate,gain
193,99.6,20,male,moderate,maintain
162,52.2,21,female,sedentary,cut
154,50.4,18,male,moderate,gain
151,66.1,22,female,very_active,maintain
160,49.7,19,female,sedentary,gain
168,60.2,18,male,active,gain
151,68.2,21,female,active,gain
151,65.6,26,female,light,cut
176,92.1,19,female,moderate,maintain
160,57.5,27,female,sedentary,maintain
156,61.1,13,male,very_active,maintain
156,60.3,18,female,active,gain
172,70.9,24,male,very_active,cut
178,74.2,25,male,sedentary,gain
154,62.7,18,male,sedentary,maintain
173,52.5,17,male,light,maintain
159,56.7,20,female,light,gain
181,73.9,18,male,very_active,gain
175,57.6,17,female,sedentary,gain
182,78.4,19,female,moderate,cut
194,103.0,26,male,light,maintain
166,60.7,26,male,sedentary,cut
168,58.1,14,female,moderate,maintain
178,82.2,24,male,active,maintain
164,77.0,22,female,very_active,cut
172,78.9,29,female,sedentary,cut
189,80.6,25,male,sedentary,cut
187,83.5,22,female,moderate,cut
188,67.8,14,male,very_active,cut
185,95.4,19,male,very_active,maintain
186,83.3,18,female,active,gain
189,98.9,25,female,moderate,cut
188,65.7,13,female,sedentary,cut
154,51.3,24,female,active,maintain
176,68.5,21,male,very_active,gain
153,60.1,27,female,very_active,cut
167,54.1,30,female,moderate,gain
175,81.6,20,male,moderate,gain
185,97.2,29,female,light,gain
155,61.9,29,male,very_active,cut
185,88.2,18,male,moderate,maintain
189,94.4,22,male,active,cut
181,84.0,19,female,very_active,maintain
193,89.9,29,male,moderate,gain
186,63.8,15,male,active,gain
171,59.3,17,female,moderate,gain
185,83.2,14,female,very_active,maintain
184,85.6,17,male,active,gain
180,95.5,27,female,light,maintain
183,80.1,13,female,light,gain
170,61.9,13,female,moderate,gain
162,55.1,29,female,moderate,cut
150,51.3,13,male,moderate,cut
140,38.9,16,female,sedentary,cut
161,68.7,27,female,active,cut
186,88.7,14,female,active,cut
150,62.8,19,female,very_active,cut
164,56.0,25,male,sedentary,gain
165,72.1,24,male,very_active,gain
181,62.7,22,female,light,gain
190,76.1,18,male,active,gain
188,72.9,14,female,light,cut
177,66.8,21,female,sedentary,cut
158,67.3,18,female,active,gain
176,69.3,28,female,light,cut
162,51.0,15,male,active,maintain
157,43.4,15,male,moderate,maintain
195,83.6,25,female,active,gain
163,49.4,14,female,moderate,maintain
169,60.7,15,male,moderate,cut
164,65.2,15,male,very_active,cut
158,64.2,16,male,active,gain
148,52.3,16,female,sedentary,cut
168,74.7,30,male,active,maintain
158,55.7,20,male,active,cut
186,91.6,28,male,light,gain
166,56.6,20,male,moderate,maintain
156,69.7,26,female,light,gain
158,63.0,29,male,moderate,cut
159,66.5,23,male,moderate,gain
169,59.3,19,female,active,maintain
190,63.1,17,male,moderate,maintain
156,65.1,26,female,active,maintain
182,76.8,19,female,moderate,gain
184,76.6,22,female,light,maintain
156,61.3,18,male,light,cut
151,57.5,30,female,sedentary,cut
166,60.1,16,female,light,gain
170,61.4,19,male,sedentary,gain
177,75.2,15,female,very_active,maintain
194,101.0,22,male,sedentary,cut
186,100.6,23,female,active,gain
187,82.2,27,male,active,maintain
162,51.7,15,female,moderate,gain
186,92.1,18,male,sedentary,maintain
182,75.0,21,female,light,maintain
182,67.3,19,male,sedentary,cut
177,78.5,29,male,light,gain
183,72.0,15,male,very_active,maintain
147,51.0,16,female,light,gain
185,77.0,18,female,moderate,gain
165,58.4,20,female,moderate,cut
151,45.2,13,male,moderate,maintain
157,60.3,15,male,moderate,maintain
173,68.5,28,female,moderate,maintain
174,65.0,30,female,moderate,gain
187,93.7,27,female,sedentary,maintain
188,71.0,24,female,moderate,cut
195,77.8,26,female,sedentary,maintain
181,78.1,26,male,sedentary,maintain
190,67.1,17,male,light,cut
178,86.4,20,male,light,gain
181,98.0,28,female,active,gain
178,79.1,30,male,very_active,maintain
181,66.9,29,female,moderate,gain
151,52.1,18,female,sedentary,gain
179,68.9,21,female,sedentary,gain
185,72.2,13,male,active,cut
153,47.3,24,male,very_active,gain
174,65.8,17,female,very_active,gain
165,60.6,15,female,light,maintain
158,41.5,13,female,moderate,maintain
184,78.2,25,male,light,maintain
159,54.9,17,female,sedentary,maintain
141,46.0,17,female,very_active,cut
190,86.1,24,female,moderate,gain
152,59.4,25,male,active,gain
159,50.7,26,male,moderate,gain
164,56.5,24,female,light,maintain
163,58.8,13,female,light,gain
174,67.4,13,female,light,gain
184,81.3,21,male,sedentary,gain
187,75.9,17,male,light,gain
170,74.0,23,male,very_active,gain
180,84.2,15,female,moderate,cut
189,87.2,29,male,moderate,gain
172,71.6,30,male,active,cut
188,85.7,24,female,light,cut
183,79.8,29,female,very_active,gain
176,83.0,22,male,light,gain
150,41.8,15,male,very_active,maintain
169,62.7,18,female,sedentary,cut
179,83.3,20,female,active,maintain
174,64.9,22,female,moderate,maintain
191,88.0,18,female,active,cut
153,63.2,29,female,moderate,gain
167,78.1,21,male,active,cut
157,64.9,27,male,sedentary,maintain
156,59.3,21,male,very_active,gain
184,85.9,26,female,very_active,cut
176,91.6,30,female,very_active,gain
157,49.3,26,female,moderate,cut
143,48.6,16,male,moderate,cut
146,52.8,13,male,very_active,cut
177,70.5,21,male,active,gain
153,55.5,18,female,sedentary,maintain
181,90.4,19,female,moderate,maintain
168,54.6,29,female,active,maintain
163,58.9,29,male,active,gain
150,60.9,23,male,sedentary,maintain
189,65.1,17,male,sedentary,cut
171,86.1,30,female,light,gain
146,44.4,15,female,very_active,gain
190,87.1,23,male,light,maintain
195,102.8,18,male,moderate,gain
174,67.0,23,male,very_active,gain
167,56.1,25,male,moderate,gain
153,47.7,24,female,sedentary,cut
195,78.4,26,female,sedentary,cut
181,87.9,19,male,active,gain
150,55.3,14,female,active,gain
174,66.9,28,male,sedentary,gain
155,60.0,28,male,moderate,cut
151,48.2,18,male,moderate,gain
185,83.2,20,female,light,cut
157,69.1,23,female,sedentary,gain
150,45.7,29,male,light,maintain
172,65.4,17,female,very_active,gain
178,67.2,21,male,sedentary,gain
166,59.7,15,female,active,maintain
183,90.3,20,female,active,maintain
181,60.5,16,female,light,cut
187,70.4,28,female,active,maintain
170,47.8,17,male,very_active,cut
178,71.1,23,male,sedentary,maintain
169,79.2,20,male,active,cut
183,75.6,30,male,active,maintain
189,98.1,24,female,sedentary,gain
174,72.0,15,female,active,maintain
177,55.9,13,male,active,maintain
176,62.0,18,female,light,cut
184,94.7,28,male,moderate,cut
193,91.5,18,female,sedentary,maintain
144,48.5,14,female,light,maintain
153,46.3,26,female,moderate,cut
181,83.8,25,male,moderate,gain
179,65.4,17,female,active,gain
182,85.2,27,male,active,maintain
178,73.3,27,female,active,gain
151,66.5,23,female,active,cut
166,62.1,24,male,light,cut
179,67.2,18,male,moderate,maintain
159,57.7,18,male,active,gain
183,80.3,30,female,moderate,gain
162,67.4,16,male,active,cut
172,65.1,16,male,active,maintain
153,55.6,29,male,very_active,cut
177,71.8,22,male,very_active,maintain
171,78.3,30,female,light,gain
163,65.2,13,male,active,cut
176,76.2,22,male,sedentary,gain
153,60.3,28,male,light,maintain
155,49.3,25,female,moderate,gain
155,60.5,19,male,sedentary,maintain
144,34.4,15,male,moderate,cut
183,77.0,30,male,moderate,maintain
156,42.4,14,female,very_active,maintain
166,53.1,19,female,moderate,cut
189,92.9,25,female,sedentary,maintain
173,68.5,23,male,very_active,maintain
184,87.7,29,male,light,cut
157,55.7,28,male,moderate,maintain
157,64.3,25,female,active,maintain
150,62.2,22,female,moderate,gain
185,76.5,22,male,active,cut
192,102.3,24,female,light,gain
191,91.6,25,female,active,maintain
164,60.4,19,male,light,maintain
189,90.9,14,male,very_active,maintain
154,65.6,22,male,light,gain
174,70.4,26,female,active,maintain
156,62.3,13,female,light,maintain
173,61.6,27,male,moderate,gain
157,62.4,25,male,sedentary,cut
182,76.6,25,male,light,gain
173,74.1,21,male,light,gain
173,50.7,14,male,sedentary,cut
161,56.9,30,male,sedentary,cut
166,69.8,25,male,very_active,maintain
183,76.9,19,female,moderate,cut
164,70.9,23,male,moderate,cut
179,93.4,23,female,moderate,gain
184,83.9,21,male,very_active,cut
164,65.2,18,female,very_active,maintain
184,56.6,17,female,very_active,cut
164,58.2,19,male,active,cut
160,69.4,21,male,active,maintain
186,95.3,18,female,light,gain
155,62.0,30,female,moderate,cut
160,57.4,20,male,sedentary,gain
191,69.9,29,female,active,gain
176,80.2,23,male,sedentary,maintain
160,58.5,26,male,active,maintain
186,87.1,27,male,moderate,cut
150,59.4,24,male,sedentary,gain
176,62.6,13,male,light,cut
191,81.8,29,male,sedentary,cut
162,70.3,23,female,very_active,gain
168,77.6,30,female,light,cut
178,71.8,13,female,active,maintain
150,52.3,23,male,sedentary,cut
164,61.8,16,female,very_active,maintain
166,55.8,22,male,active,gain
188,82.4,26,female,sedentary,cut
166,61.6,27,male,active,gain
150,56.0,28,male,light,maintain
189,66.8,13,female,sedentary,gain
187,90.8,19,female,active,gain
150,54.8,27,female,light,maintain
192,73.0,18,female,light,maintain
192,83.6,29,male,sedentary,maintain
176,74.7,26,male,light,gain
146,42.5,13,female,active,gain
156,46.9,24,female,active,maintain
146,39.0,14,female,moderate,gain
168,84.5,30,female,light,gain
190,78.6,25,male,active,cut
165,80.6,22,female,light,cut
192,81.9,21,female,active,maintain
164,57.8,29,male,very_active,maintain
150,59.6,20,female,very_active,maintain
